PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Angheluta, PS; Radulescu, CV		Pascu, LF; Lehr, CB; Tiron, O; Vasile, GG		Angheluta, Petrica Sorin; Radulescu, Carmen Valentina			WATER RESOURCES IN THE CONTEXT OF GLOBALIZATION	20TH INTERNATIONAL SYMPOSIUM - THE ENVIRONMENT AND THE INDUSTRY (SIMI 2017)					20th International Symposium on The Environment and the Industry (SIMI)	SEP 28-29, 2017	Bucharest, ROMANIA	Romanian Acad, Natl Res & Dev Inst Ind Ecol, Romanian Soc Chem, Romanian Water Assoc, Romanian Environm Assoc, Acad Econ Studies, Fac Agro Food Econ & Environm, BCRS, Agilrom Sci, Tehno Instrument, Mediclim, Total Spectrum SRL, AMS 2000, ProAnalysis, Thermo Sci, REDOX, SARTOROM, ROMTECH, RONEXPRIM				A rational use can lead to the protection of water resources. In a community, the state of the environment is influenced by both the quality and the quantity of water resources. The state of the environment is also given by measures to protect water resources in other areas such as energy, transport, agriculture, fisheries and tourism. The supply of drinking water is influenced by water quality. A prudent and rational use of natural resources, including water resources, can help preserve, protect and improve the quality of the environment. Water management and use of water resources are very important. The importance is the multiple use of water. This may lead to deterioration in the qualitative parameters of water resources. This raises the issue of implementing rehabilitation and development measures for wastewater management systems. The application of modern and non-polluting technologies can lead to pollution prevention. In many areas, it is used in addition to surface water and groundwater. From this point of view, the article presents an analysis of the quality of surface waters and groundwater. Globalization has favoured technological transfer from developed countries to developing countries. Given the economic development of a country, globalization has made the role of human capital grow. It also had an effect on competitiveness. The article presents the evolution of the population served by the public water supply system, respectively the quantity of drinking water distributed to the consumers. In a globalized economy, increasing competitiveness is based on knowledge.																							2017							330	337		10.21698/simi.2017.0043								WOS:000430609800043						
S	Du, FH; Zhang, ZY; Yao, HX; Gao, J			Destech Publicat Inc	Du, Fu-hui; Zhang, Zi-yue; Yao, Huai-xian; Gao, Jing			Study on the Evaluation of the Water Quality of Ming-guan by the Improved Fuzzy Comprehensive Evaluation Method	3RD INTERNATIONAL CONFERENCE ON GREEN MATERIALS AND ENVIRONMENTAL ENGINEERING (GMEE)	DEStech Transactions on Environment Energy and Earth Sciences				3rd International Conference on Green Materials and Environmental Engineering (GMEE)	OCT 22-22, 2017	Beijing, PEOPLES R CHINA					To find out the water quality of the constructed wetland in Ming-Guan testing ground of Hebei University of Engineering, according to the water pollution situation of the constructed wetland in Ming Guan testing ground, take the monitoring data of water quality which are tested at eight monitoring points from October to November in 2016 as the based data. Choose total nitrogen, total phosphorus, dissolved oxygen, chemical oxygen demand and other indicators. The improved fuzzy comprehensive evaluation method combined with MATLAB programming was used to evaluate the water quality of the study area. Evaluation results show that the class I water accounted for 4% of the total evaluation, the class II water accounted for 14% of the total evaluation, the class III water accounted for 20% of the total evaluation, the class IV water accounted for 59% of the total evaluation, the class V water accounted for 3% of the total evaluation. The results is consistent with the actual situation of water body and provide a theoretical reference for the water quality evaluation of the Ming-Guan testing ground of Hebei University of Engineering.																	2475-8833		978-1-60595-500-1				2017							6	12										WOS:000426977700003						
S	Arcidiacono, A; Causone, F; Grosso, M; Masera, G; Tadi, M; Zadeh, HM		Littlewood, J; Howlett, RJ		Arcidiacono, Andrea; Causone, Francesco; Grosso, Mario; Masera, Gabriele; Tadi, Massimo; Zadeh, Hadi Mohammad			Environmental Performance and Social Inclusion: a Project for the Rocinha Favela in Rio de Janeiro	SUSTAINABILITY IN ENERGY AND BUILDINGS 2017	Energy Procedia				9th International Conference on Sustainability and Energy in Buildings (SEB)	JUL 05-07, 2017	Chania, GREECE	KES Int, Cardiff Metropolitan Univ, Cardiff Sch Art & Design, Sustainable & Resilient Built Environm Res Grp				Rocinha, located in the city of Rio de Janeiro, is one the largest favela of Latin-America. Founded in the early 1930's it is now home of more than 160000 inhabitants, and it is characterized by low water quality, poor housing, lack of drainage and sanitation systems, and of green and public spaces. This paper presents the preliminary results of a joint research project between the Politecnico di Milano and the Federal University of Rio de Janeiro (UFRJ) for the improvement of the urban quality, health, livability and inclusiveness of Rocinha, that moves from an upgrading process of the environmental performance of the existing built environment. The project, in the frame the social responsibility program of Politecnico di Milano (Polisocial), is based on a multidisciplinary and integrated design methodology named IMM (Integrated Modification Methodology). The research aims to demonstrate that in a planet where the informal settlements are exponentially growing, strategies to improve the quality of life of their inhabitants are possible, and preliminary results, mostly achieved in the diagnostic phase of the process, are presented. Rocinha is seen as a complex system that has been investigated in its own morphological structure and the related environmental performance, focusing on: climate and energy, ecosystem services, waste management and their relation with urban morphology. This phase opens up to the next phases, specifically the intervention and retrofitting, that intend to select intervention areas and priorities and then to objectively size the implementation in Rocinha. (C) 2017 The Authors. Published by Elsevier Ltd.					Masera, Gabriele/0000-0002-0704-4052												1876-6102						2017	134						356	365		10.1016/j.egypro.2017.09.546								WOS:000426694800035						
S	Yilmaz, E; Kaptan, MA		Wzorek, M; Krolczyk, G; Krol, A		Yilmaz, Ersel; Kaptan, Mustafa Ali			Environmental impact of geothermal power plants in Aydin, Turkey	INTERNATIONAL CONFERENCE ENERGY, ENVIRONMENT AND MATERIAL SYSTEMS (EEMS 2017)	E3S Web of Conferences				International Conference on Energy, Environment and Material Systems (EEMS)	SEP 13-15, 2017	Polanica Zdroj, POLAND	Opole Univ Technol, Fac Mech Engn, Ctr Educ, Competence, Innovat & Technol, Republ Poland, Minist Sci & Higher Educ, Oddzial Elektrownia Opole, GiEK S A, Oil Opole, Energetyka Cieplna Opolszczyny SA Jelenia Gora, Warta Cementownia				Geothermal energy is classified as a clean and sustainable energy source, like all industrial activities, geothermal energy power plants (GEPP) technology has also some positive and negative effects on the environment. In this paper are presented by attent not only on environmental impacts of GEPP onto Buyuk Menderes River and fresh water sources, which ere used for irrigation of agricultural fields from tousands of years in basin, but also on water quality contents like heavy metals and gases emition due to drilling and electricity producing technology of GEPP's. Aydin province is located in the southwestern part of the region and its city center has around 300000 population. The high geothermal potential of this region became from geographical location, which is held on active tectonic Alpine-Himalaya Orogen belt with active volcanoes and young faults. Since 1980's to 2016 there is about 70.97% (662.75 MW) of installed capacity by according to the Mineral Research and Exploration General Directorate, there are totally 290 well licensed (540 explore licenses and 76 business licenses), and 31 geothermal powerplants purposely installed. Topic is important because of number of GEPP increased rapidly after 2012 to now a days to 36 in whole basin.																	2267-1242						2017	19								UNSP 02028	10.1051/e3sconf/20171902028								WOS:000426609200073						
S	Zbicinski, I; Zieminska-Stolarska, A		Wzorek, M; Krolczyk, G; Krol, A		Zbicinski, Ireneusz; Zieminska-Stolarska, Aleksandra			Analysis of factors affecting the ecological status of the large water bodies on the basis of monitoring and integrated 3D models	INTERNATIONAL CONFERENCE ENERGY, ENVIRONMENT AND MATERIAL SYSTEMS (EEMS 2017)	E3S Web of Conferences				International Conference on Energy, Environment and Material Systems (EEMS)	SEP 13-15, 2017	Polanica Zdroj, POLAND	Opole Univ Technol, Fac Mech Engn, Ctr Educ, Competence, Innovat & Technol, Republ Poland, Minist Sci & Higher Educ, Oddzial Elektrownia Opole, GiEK S A, Oil Opole, Energetyka Cieplna Opolszczyny SA Jelenia Gora, Warta Cementownia				The paper presents water monitoring methods used to determine and predict the ecological status of large water bodies based on calibrated 3D water quality models. State monitoring system of quality of water was discussed and critically reviewed. Mobile measurements technique to collect vast number of measuring points across the large water body during one day cruise to make maps of pollutants distributions was described. Maps of water quality parameters show dynamic changes of spatial distributions of pollutants both in time and along the length of the lake which proves that one point measurements cannot be representative for the large water body. Critical evaluation of calibration principles and accuracy of the most frequently used water quality models, WASP and GEMSS are presented. On the basis of CFD calculations, close correlation between water quality and hydrodynamics in large water bodies regarding the physicochemical aspects and biological production was proved. Neglecting the effect of hydrodynamic on eutrophication process introduce large element of uncertainty in determination of nutrients flow in the large water bodies. An example of scenarios for improving the ecological potential of dam reservoirs to obtain significant reduction of selected nutrients concentration in the lake is discussed.																	2267-1242						2017	19								UNSP 02009	10.1051/e3sconf/20171902009								WOS:000426609200054						
S	Africa, ADM; Aguilar, JCCA; Lim, CMS; Pacheco, PAA; Rodrin, SEC			IEEE	Africa, Aaron Don M.; Aguilar, Jeremy Czar Christian A.; Lim, Charles Martin S., Jr.; Pacheco, Paulo Arnel A.; Rodrin, Steven Edward C.			Automated Aquaculture System that Regulates Ph, Temperature and Ammonia	2017 IEEE 9TH INTERNATIONAL CONFERENCE ON HUMANOID, NANOTECHNOLOGY, INFORMATION TECHNOLOGY, COMMUNICATION AND CONTROL, ENVIRONMENT AND MANAGEMENT (IEEE HNICEM)	IEEE International Conference on Humanoid Nanotechnology Information Technology Communication and Control Environment and Management				9th IEEE International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (IEEE HNICEM)	NOV 29-DEC 03, 2017	Pasay, PHILIPPINES	IEEE, IEEE Philippines				The current method of raising tilapia in the Philippines is through fish ponds exposed to the weather. Methods for measuring pH, temperature, dissolved oxygen, and ammonia are limited to manually using a chemical test kit. The current system relies on manually regulating the water quality so the fish are at risk of harmful situations resulting from unsafe levels of temperature, pH, dissolved oxygen, or ammonia. This study aims to solve that problem by creating a system that automatically measures and regulates the pH, temperature, dissolved oxygen, and ammonia. This study takes advantage of electronic sensors for pH, temperature, and dissolved oxygen, while computing the ammonia factor, to allow the user to measure the levels of the said parameters at any given time, process, send the data to a LabVIEW database, and use the data to automatically take corrective action against harmful levels of pH, temperature, dissolved oxygen, and ammonia while notifying the user through SMS. The proponents of this study built the prototype and tested it on two different trials of 50 fingerlings each in a 1 cubic-meter glass aquarium.																	2475-7152		978-1-5386-0912-5				2017																		WOS:000426116300075						
S	Balbin, JR; delos Reyes, MJS			IEEE	Balbin, Jessie R.; delos Reyes, Mary Joy S.			Development and Implementation of Low Cost Salinity and Temperature Monitoring System for Mangrove Forest	2017 IEEE 9TH INTERNATIONAL CONFERENCE ON HUMANOID, NANOTECHNOLOGY, INFORMATION TECHNOLOGY, COMMUNICATION AND CONTROL, ENVIRONMENT AND MANAGEMENT (IEEE HNICEM)	IEEE International Conference on Humanoid Nanotechnology Information Technology Communication and Control Environment and Management				9th IEEE International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (IEEE HNICEM)	NOV 29-DEC 03, 2017	Pasay, PHILIPPINES	IEEE, IEEE Philippines				Mangrove population has greatly reduced in several countries such as Philippines due to different factors such as clearing, overharvesting and water quality changes. The third factor includes the high level of salinity which is a great threat for the mangroves. With that, the researcher of this study came up with a low cost salinity monitoring system with temperature sensors. The said sensor node determines whether the salinity of the water exceeds the acceptable level (10,000 ppm) and upon encountered, the floodgates represented by the water pump will be controlled to open for the freshwater to flow from reservoirs. The flow of freshwater will stop by closing the floodgates as the sensor nodes determine that salinity level is now reduced to the acceptable ppm range. The low cost salinity sensor is based on the magnetic induction concept of the two sets of coils which are in toroidal and solenoid in forms. Zigbee will be the communications network of the sensors, the Arduino microcontroller and the water pump control system. System was deployed in two areas: the mangrove forest and non-mangrove located in Barangay Calibuyo, Tanza, Cavite. With the results, it's proven that the created salinity sensor has correlated results with the commercial one. Also, temperature has inverse relationship with the water salinity. Lastly, the control of the motor based on the threshold has proven 100% working as checked with different water samples.																	2475-7152		978-1-5386-0912-5				2017																		WOS:000426116300018						
S	De Belen, MC; Cruz, FRG			IEEE	De Belen, Marivic C.; Cruz, Febus Reidj G.			Water Quality Parameter Correlation in a Controlled Aquaculture Environment	2017 IEEE 9TH INTERNATIONAL CONFERENCE ON HUMANOID, NANOTECHNOLOGY, INFORMATION TECHNOLOGY, COMMUNICATION AND CONTROL, ENVIRONMENT AND MANAGEMENT (IEEE HNICEM)	IEEE International Conference on Humanoid Nanotechnology Information Technology Communication and Control Environment and Management				9th IEEE International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (IEEE HNICEM)	NOV 29-DEC 03, 2017	Pasay, PHILIPPINES	IEEE, IEEE Philippines				Measurement accuracy is important in any field of study. This work presents the effect of water quality parameters with each other in a controlled aquaculture environment, which can be used to ensure data reliability. The water quality parameters that are considered are temperature, pH and flow rate. Experimentations were done using tap water to correlate the effect of change in temperature with pH, and the effect of varying flow rate with pH and temperature. The parameter correlation was computed using linear regression. Raspberry Pi was used as the system microcomputer that integrates all the parameters being investigated. Throughout the study, water level was maintained in a desired level, and was ensured by integrating a water level sensor into the system. The alternative hypothesis stated that pH and temperature have strong negative relationship with each other. Experiment results shown that pH has inversely proportional relationship with temperature. The null hypothesis stated that flow rate has no effect on water pH and temperature. External factors like water source also has an effect on parameter values changes.																	2475-7152		978-1-5386-0912-5				2017																		WOS:000426116300010						
S	Martinez-Ojeda, CO; Garcia, RG; Dela Cruz, JC			IEEE	Martinez-Ojeda, Celeste O.; Garcia, Ramon G.; Dela Cruz, Jennifer C.			BIODIVERSITY SUSTAINABILITY USING TELEMETRY FOR THE REMOTE TRANSMISSION OF DATA FROM LAKE BUHI, CAMARINES SUR	2017 IEEE 9TH INTERNATIONAL CONFERENCE ON HUMANOID, NANOTECHNOLOGY, INFORMATION TECHNOLOGY, COMMUNICATION AND CONTROL, ENVIRONMENT AND MANAGEMENT (IEEE HNICEM)	IEEE International Conference on Humanoid Nanotechnology Information Technology Communication and Control Environment and Management				9th IEEE International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (IEEE HNICEM)	NOV 29-DEC 03, 2017	Pasay, PHILIPPINES	IEEE, IEEE Philippines				The biodiversity remediation strategies currently used at Lake Buhi, Camarines Sur shows that new techniques are required to solve the problems of decreasing level of dissolved oxygen, increasing carbon dioxide and varying pH values. One such technique that could be used involved the use of telemetry for the remote transmission of data. This method used reactive media, particularly the sensors, to evaluate contaminated lake water. The aims of this study were to develop a telemetric device for real time monitoring and identification of water quality problems; develop a complementary program using Visual Basic and microchip that could remotely monitor water quality through the use of a GSM module; and perform comparative evaluation of the results derived from the device with the results produced by the conventional methods. The comparative evaluations of the results derived from the device were in congruence with the existing method. Its lower variance proved the greater precision of the proposed device. Hence, the telemetry device could be considered as an alternative to the existing device and can be adopted for use by the different LGUs in the province for a more efficient monitoring of water quality in the province.																	2475-7152		978-1-5386-0912-5				2017																		WOS:000426116300099						
J	Rozan, A; Rulleau, B; Werey, C				Rozan, Anne; Rulleau, Benedicte; Werey, Caty			Assessing preferences for sewer network asset management in France	INTERNATIONAL JOURNAL OF ENVIRONMENTAL TECHNOLOGY AND MANAGEMENT												This article aims to contribute to the limited literature dealing with the disturbance caused to local residents by malfunctioning sewer networks. It explores the preferences of residents in the Eurometropole de Strasbourg (France), with the aim of redefining priorities for sewer network asset management. Valuation is performed using the contingent ranking method and results are compared to a recoded choice experiment. Comparison of results from both methods reveals that price influences the ranking of the different alternatives given to the respondents, but does not influence respondents' preferred alternative. In other words, the price of the alternatives is only considered by respondents later in the decision process. For residents, the trade-offs between the potential disruption caused by a network malfunction favour the reduction of the risk of flooding (either in terms of their frequency or attained water levels). These findings highlight the challenges of asset management.																	1466-2132	1741-511X					2017	20	3-4					163	182		10.1504/IJETM.2017.10010689								WOS:000424335700003						
S	Lee, SS; Kim, HH; Joun, WT; Lee, KK		Dixon, T; Laloui, L; Twinning, S		Lee, Seong-Sun; Kim, Hong-Hyun; Joun, Won-Tak; Lee, Kang-Kun			Design and and construction of groundwater monitoring network at shallow-depth CO2 injection and leak test site, Korea	13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13	Energy Procedia				13th International Conference on Greenhouse Gas Control Technologies (GHGT)	NOV 14-18, 2016	Lausanne, SWITZERLAND					The effectiveness of CO2 leakage characterization is highly dependent on reasonable monitoring network designs for detecting the CO2 leakage under various hydrogeological conditions. Also, the migration of CO2 through heterogeneous subsurface is very difficult to predict because small differences in material properties may result in vastly different migration patterns. Therefore, like other environmental contaminants, it is necessary to design optimized groundwater monitoring network to effectively characterize the migration of the CO2. Main objectives of this study is to construct optimized groundwater monitoring network considering hydrogeological characteristics in field-scale transport of CO2 originated from artificially-injected CO2 at the environmental impact monitoring test site in Eumseong, Korea (K-COSEM). 24 monitoring wells were installed at the site aligned with the regional groundwater flow direction. Various hydraulic tests were performed to estimate the hydraulic characteristics such as hydraulic conductivity, effective porosity, and groundwater velocity. Groundwater monitoring network for CO2 injection and leak test constructed with regard of the heterogeneity understood through the various field tests. Three multidepth monitoring well nests each of them was composed of four monitoring well units drilled with different depths (each 18, 22, 26, 30 m deep) have been installed along the groundwater flow direction and dedicated to depth-discrete water quality monitoring in saturated zone. Additional, four multi-depth monitoring well nests each of them was composed of four unsaturated-zone monitoring well units drilled with different depths (each 5, 8, 11, 14 m deep) were also installed with a distance of 1.25 m away between saturated zone monitoring wells and were dedicated to depth-discrete gas monitoring in unsaturated zone. By these efforts, effective groundwater monitoring network for temporal and spatial CO2 leakage detection and groundwater safety management have been designed and constructed at the test site. (C) 2017 The Authors. Published by Elsevier Ltd.					Joun, Wontak/0000-0002-1192-2735												1876-6102						2017	114						3060	3069		10.1016/j.egypro.2017.03.1434								WOS:000419147303022						
S	Johnson, G; Hicks, N; Bond, CE; Gilfillan, SMV; Jones, D; Kremer, Y; Lister, R; Nkwane, M; Maupa, T; Munyangane, P; Robey, K; Saunders, I; Pearce, J; Shipton, ZK; Haszeldine, RS		Dixon, T; Laloui, L; Twinning, S		Johnson, G.; Hicks, N.; Bond, C. E.; Gilfillan, S. M., V; Jones, D.; Kremer, Y.; Lister, R.; Nkwane, M.; Maupa, T.; Munyangane, P.; Robey, K.; Saunders, I; Pearce, J.; Shipton, Z. K.; Haszeldine, R. S.			Detection and understanding of natural CO2 releases in KwaZulu-Natal, South Africa	13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13	Energy Procedia				13th International Conference on Greenhouse Gas Control Technologies (GHGT)	NOV 14-18, 2016	Lausanne, SWITZERLAND					Natural carbon dioxide (CO2) emanates from a number of sites along a N-S trend that coincides with a mapped fault near the village of Bongwana in KwaZulu-Natal, South Africa. In addition to the natural CO2 seeps a groundwater well drilled on a farm in Bongwana encountered CO2 and now leaks. Thus the Bongwana sites provide excellent analogues for failed CO2 storage under the two primary leakage scenarios; 1) abrupt leakage through injection well failure or leakage up an abandoned well, and 2) gradual leakage, through undetected faults, fractures or wells. Here we present results from preliminary fieldwork undertaken in September 2015. (C) 2017 The Authors. Published by Elsevier Ltd.					Johnson, Gareth/0000-0002-3151-5045; Gilfillan, Stuart/0000-0003-1929-2843; Shipton, Zoe/0000-0002-2268-7750												1876-6102						2017	114						3757	3763		10.1016/j.egypro.2017.03.1505								WOS:000419147303092						
S	Legrioui, R; Baali, F; Hamad, A; Abdeslam, I; Redha, M		Salame, CT; Aillerie, M; Papageorgas, P		Legrioui, Radhia; Baali, Fethi; Hamad, Amor; Abdeslam, Ilhem; Redha, Mouici			Water Quality At A Karstic Aquifer In The Region Of Tebessa, Northeast -Algeria-	INTERNATIONAL CONFERENCE ON TECHNOLOGIES AND MATERIALS FOR RENEWABLE ENERGY, ENVIRONMENT AND SUSTAINABILITY, TMREES17	Energy Procedia				International Conference on Technologies and Materials for Renewable Energy, Environment and Sustainability (TMREES)	APR 21-24, 2017	Beirut, LEBANON					The Maestrichtian limestones massif of Tebessa's region; shows a complex structure which presents many remarkable forms of karst (Bouakkous). The study of many sources of relief can allow the characterization of important water reserves. The hydrogeological study on the relationship and operation of five sources (Ain Troubia, El Megalib, Gaagaa, Youkous and Ain Sarie) located in different altitudes and spaced fairly large distances. The flow variation is a function of time and the precipitation shows a resemblance characterized by curves generally affected by certain peaks. The followed hydrochemical of the five source showed the same chemical facies which is calcic to magnesian bicarbonated with predominance of the first facies; except the source of Ain Sari is composed of calcic chlorinated. The evolution of the contents of the chemical elements is due to the increase in the flow of the sources after the period of flood which demonstrates the effect of the behavior of the karst area. (C) 2017 The Authors. Published by Elsevier Ltd.																	1876-6102						2017	119						356	366		10.1016/j.egypro.2017.07.119								WOS:000419169600036						
S	Foufou, A; Djorfi, S; Haied, N; Kechiched, R; Azlaoui, M; Hani, A		Salame, CT; Aillerie, M; Papageorgas, P		Foufou, A.; Djorfi, S.; Haied, N.; Kechiched, R.; Azlaoui, M.; Hani, A.			Water pollution diagnosis and risk assessment of Wadi Zied plain aquifer caused by the leachates of Annaba landfill (N-E Algeria)	INTERNATIONAL CONFERENCE ON TECHNOLOGIES AND MATERIALS FOR RENEWABLE ENERGY, ENVIRONMENT AND SUSTAINABILITY, TMREES17	Energy Procedia				International Conference on Technologies and Materials for Renewable Energy, Environment and Sustainability (TMREES)	APR 21-24, 2017	Beirut, LEBANON					The population growth and the intensification of socio-economic activities in the region of Annaba, have a direct impact of increasing waste discharge of all kinds at its landfill. This last represents a real source of environmental pollution. This study aims to identify this pollution and its risks. Therefore, physico-chemical analyses were performed on leachates and water of the plain, which is located in the downstream of the landfill representing a direct relation with a highly sensitive ecosystem of the Fetzara Lake. A sampling campaign and analysis (pH, Eh, T, EC, major ions, heavy metals) were performed on all points (wells, boreholes and leachates). The mapping of hydrochemical elements allows the understanding of the pollution mechanisms and their origins. The use of LWPI as a tool for identifying hazards show that the leachate have a significant impact on water quality of the study area. A diagnosis of risks on public health has been achieved using the RI as hazard index. Results indicates few scenarios of water uses and show the significant influence of the old landfill site on the quality of water and the degradation of people's lives. (C) 2017 The Authors. Published by Elsevier Ltd.				Kechiched, Rabah/M-5735-2018	Kechiched, Rabah/0000-0002-4729-7126; HAIED, Nadjib/0000-0002-2705-4987; ATIF, FOUFOU/0000-0002-4892-7599												1876-6102						2017	119						393	406		10.1016/j.egypro.2017.07.123								WOS:000419169600040						
S	Malaeb, L; Ayoub, GM; Al-Hindi, M; Dahdah, L; Baalbaki, A; Ghauch, A		Salame, CT; Aillerie, M; Papageorgas, P		Malaeb, Lilian; Ayoub, George M.; Al-Hindi, Mahmoud; Dahdah, Liza; Baalbaki, Abbas; Ghauch, Antoine			A biological, chemical and pharmaceutical analysis of distillate quality from solar stills	INTERNATIONAL CONFERENCE ON TECHNOLOGIES AND MATERIALS FOR RENEWABLE ENERGY, ENVIRONMENT AND SUSTAINABILITY, TMREES17	Energy Procedia				International Conference on Technologies and Materials for Renewable Energy, Environment and Sustainability (TMREES)	APR 21-24, 2017	Beirut, LEBANON					As fresh and abundant water sources become increasingly scarce, desalination methods based on renewable energy emerge as a sustainable alternative. The solar still is one such method that has received notable revived attention recently. Research primarily focused on enhancing the productivity of the still with a very limited number of studies addressing the water quality issue of the distillate produced by the still, as it is often assumed that this distillate is safe to consume without proper analysis. In addition a very limited number of studies have examined the ability of the still to remove conventional and emerging contaminants such as pharmaceuticals. The objective of this paper is to address the bacteriological and chemical aspects of the distillate produced from a number of different water sources using several experimental setups. Results show that moderate temperature alone is not sufficient to kill bacteria hence the importance of ultra-violet light from solar radiation. It is also important that all parts of the still be accessible to sunlight to avoid bacterial breeding at shaded sections. Chemical quality parameters were found to be within the limits recommended by WHO standards for potable water. As for the pharmaceuticals considered, all three compounds that were spiked into the feed water were completely absent from the distillate, however, degradation products were found in the brine. The level of pharmaceutical degradation was influenced by the solar still configuration. (c) 2017 The Authors. Published by Elsevier Ltd.					Al-Hindi, Mahmoud/0000-0001-6837-2132												1876-6102						2017	119						723	732		10.1016/j.egypro.2017.07.100								WOS:000419169600075						
S	Ofman, P; Puchlik, M; Simson, G; Krasowska, M; Struk-Sokolowska, J		Kaamierczak, B; Kutylowska, M; Piekarska, K; Jouhara, H; Danielewicz, J		Ofman, Piotr; Puchlik, Monika; Simson, Grzegorz; Krasowska, Malgorzata; Struk-Sokolowska, Joanna			Impact assessment of treated wastewater on water quality of the receiver using the Wilcoxon test	INTERNATIONAL CONFERENCE ON ADVANCES IN ENERGY SYSTEMS AND ENVIRONMENTAL ENGINEERING (ASEE17)	E3S Web of Conferences				International Conference on Advances in Energy Systems and Environmental Engineering (ASEE)	JUL 02-05, 2017	Wroclaw, POLAND					Wastewater treatment is a process which aims to reduce the concentration of pollutants in wastewater to the level allowed by current regulations. This is to protect the receivers which typically are rivers, streams, lakes. Examination of the quality of treated wastewater allows for quick elimination of possible negative effects, and the study of water receiver prevents from excessive contamination. The paper presents the results of selected physical and chemical parameters of treated wastewater from the largest on the region in north-eastern Poland city of Bialystok municipal wastewater treatment and Biala River, the receiver. The samples for research were taken 3-4 a month in 2015 from two points: before and after discharge. The impact of the wastewater treatment plant on the quality of the receiver waters was studied by using non-parametric Wilcoxon test. This test determined whether the analyzed indicators varied significantly depending on different sampling points of the river, above and below place of discharge of treated wastewater. These results prove that the treated wastewater does not affect the water quality in the Biala River.																	2267-1242						2017	22								UNSP 00127	10.1051/e3sconf/20172200127								WOS:000417352100127						
S	Spangemacher, L; Frohlich, S; Buse, H		Kaamierczak, B; Kutylowska, M; Piekarska, K; Jouhara, H; Danielewicz, J		Spangemacher, Lars; Frohlich, Siegmund; Buse, Hauke			Hydraulic optimization and modeling of hydro-cyclone-systems for treatment and purification of any kind of waters	INTERNATIONAL CONFERENCE ON ADVANCES IN ENERGY SYSTEMS AND ENVIRONMENTAL ENGINEERING (ASEE17)	E3S Web of Conferences				International Conference on Advances in Energy Systems and Environmental Engineering (ASEE)	JUL 02-05, 2017	Wroclaw, POLAND					Water is an indispensable resource for many purposes and good drinking water quality is essential for mankind. This article is supposed to show the need for mobile water treatment systems and therefore to give an overview of different mobile drinking water systems and the technologies available for obtaining good water quality. The aim is to develop a simple to operate water treatment system with few processing stages such as multi-cyclone-cartridge and reverse osmosis with energy recuperation, while the focus is set on modeling and optimizing of hydrocyclone systems as the first treatment stage.																	2267-1242						2017	22								UNSP 00166	10.1051/e3sconf/20172200166								WOS:000417352100166						
S	Ilavsky, J; Barlokova, D; Kapusta, O; Kunstek, M		Estokova, A; Stevulova, N; Vaclavik, V		Ilavsky, J.; Barlokova, D.; Kapusta, O.; Kunstek, M.			Water disinfection agents and disinfection by-products	1ST INTERNATIONAL CONFERENCE ON ADVANCES IN ENVIRONMENTAL ENGINEERING (AEE 2017)	IOP Conference Series-Earth and Environmental Science				1st International Conference on Advances in Environmental Engineering (AEE)	NOV 28-30, 2017	Ostrava, CZECH REPUBLIC	VSB Tech Univ Ostrava, Fac Mining & Geol, Tech Univ Kosice, Fac Civil Engn				The aim of this work is to describe factors of water quality change in the distribution network and legislative requirements in Slovakia for disinfectants and disinfection by-products (DBPs). In the experimental part, the time dependence of the application of the chlorine dioxide and sodium hypochlorite on the formation of some by-products of disinfection for drinking water from WTP Hrinova is studied. We monitored trihalomethanes, free chlorine, chlorine dioxide and chlorites.																	1755-1307						2017	92								UNSP 012022	10.1088/1755-1315/92/1/012022								WOS:000417457600022						
