PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Reed, EM; Wang, DB; Duranceau, SJ				Reed, Erin M.; Wang, Dingbao; Duranceau, Steven J.			Modeling anthropogenic boron in groundwater flow and discharge at Volusia Blue Spring (Florida, USA)	HYDROGEOLOGY JOURNAL												Volusia Blue Spring (VBS) is the largest spring along the St. Johns River in Florida (USA) and the spring pool is refuge for hundreds of manatees during winter months. However, the water quality of the spring flow has been degraded due to urbanization in the past few decades. A three-dimensional contaminant fate and transport model, utilizing MODFLOW-2000 and MT3DMS, was developed to simulate boron transport in the Upper Florida Aquifer, which sustains the VBS spring discharge. The VBS model relied on information and data related to natural water features, rainfall, land use, water use, treated wastewater discharge, septic tank effluent flows, and fertilizers as inputs to simulate boron transport. The model was calibrated against field-observed water levels, spring discharge, and analysis of boron in water samples. The calibrated VBS model yielded a root-mean-square-error value of 1.8 m for the head and 17.7 mu g/L for boron concentrations within the springshed. Model results show that anthropogenic boron from surrounding urbanized areas contributes to the boron found at Volusia Blue Spring.					Wang, Dingbao/0000-0003-4822-7485												1431-2174	1435-0157				FEB	2017	25	1					91	101		10.1007/s10040-016-1461-4								WOS:000394239800008						
J	Roberts, PJW; Villegas, B				Roberts, Philip J. W.; Villegas, Beatriz			Modeling and Design of the Buenos Aires Outfalls	JOURNAL OF HYDRAULIC ENGINEERING												Field studies, modeling, and the design of two major outfalls to discharge domestic wastewater from Buenos Aires, Argentina, into the Rio de la Plata are described. Extensive data were gathered from current profilers, Lagrangian drifters, meteorological stations, and water column profiling. The river is essentially freshwater and is the main water source for the city; it is tidally dominated, shallow, and well-mixed vertically. The data were used to develop a two-dimensional hydrodynamic model of the river that closely simulated its major features. The wastewater disposal strategy and special design and modeling considerations of the outfalls and diffusers are discussed. The tidal currents will recirculate the wastewater back and forth over the diffuser several times before it is flushed away by the mean river flow. Because of the shallow water and low flushing currents, it is not possible to achieve the high near-field dilutions typical of deep-water marine outfalls, and other design constraints include the proximity to water intakes. Lagrangian particle-tracking modeling approaches were used to predict the fate and transport of the effluent and its dilution. The models reproduce near-field mixing at moderate to high current speeds and also reentrainment due to the reversing tide without the need for special model coupling. However, dilutions at low current speeds were corrected to account for the jet momentum and reentrainment. The near-field jet modeling to determine the riser and port designs is discussed. Bacterial impacts decreased rapidly with distance from the diffuser and no impacts on the shoreline or water intakes were predicted. The effects of sudestadas were also modeled and it was concluded that they will not significantly affect water quality for the proposed outfalls.																	0733-9429	1943-7900				FEB	2017	143	2								10.1061/(ASCE)HY.1943-7900.0001244								WOS:000394256200007						
J	Wang, YY; Wen, AB; Guo, J; Shi, ZL; Yan, DC				Wang Yong-yan; Wen An-bang; Guo Jin; Shi Zhong-lin; Yan Dong-chun			Spatial distribution, sources and ecological risk assessment of heavy metals in Shenjia River watershed of the Three Gorges Reservoir Area	JOURNAL OF MOUNTAIN SCIENCE												Surface soil/sediment samples were collected from the Water-Level Fluctuation Zone (WLFZ), cultivated land and forest land at 50 different grid points from Shenjia watershed, the Three Gorges Reservoir area in August 2013. The spatial distribution, sources and ecological risk assessment for Arsenic (As), Cadmium (Cd), Chromium (Cr), Copper (Cu), Nickel (Ni), Lead (Pb) and Zinc (Zn) were analyzed in this study. The results showed all tested metals had similar distribution patterns except Ni and Cr, with areas of high concentrations distributed in the southwest (WLFZ and watershed outlet) of the study area. Ni and Cr, which were highly positively correlated and present in high concentrations, were primarily distributed in the south and middle zones of the study area. Lower concentration areas of all metals were uniformly distributed west of the high-elevation zones and forest land. Factor analysis (FA) and factor analysis-multiple linear regression (FA-MLR) showed that the major sources of Cd were fertilizer and traffic sources, which together accounted for 87% of Cd. As, Zn and Cu levels were primarily supplied by industrial and domestic sources, accounting for 76% of As, 75% of Cu and 67% of Zn. Surface soils/sediments of the study watershed contaminated by Cd represent a high ecological risk, whereas other metals represent low ecological risks. The potential ecological risk index (PERI) analysis indicated that it had a low (wide-range) ecological risk and a moderate (small-range) ecological risk primarily distributed in the outlet of the study watershed. Fertilizers and traffic are the primary sources of Cd pollution, which should be more closely controlled for the purposes of water quality and ecological conservation.																	1672-6316	1993-0321				FEB	2017	14	2					325	335		10.1007/s11629-016-3838-1								WOS:000394156900008						
J	Selvarani, AG; Maheswaran, G; Elangovan, K				Selvarani, A. Geetha; Maheswaran, G.; Elangovan, K.			Identification of Artificial Recharge Sites for Noyyal River Basin Using GIS and Remote Sensing	JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING												The water is a nature's valuable gift to all life forms. Water quality and quantity plays a major role for the growth and development of community. Both natural and human factors influence the quality and quantity of water source. Depending upon the quality and quantity of groundwater it can be used for various purposes, such as drinking, agricultural and industrial. Due to revolution in industries and various anthropogenic sources in the past decades, groundwater has been polluted and depleted. Remote sensing and Geographical Information System (GIS) has become one of the leading tools in the field of hydrogeological science, which helps in assessing, monitoring and conserving groundwater resources. GIS technology provides suitable alternatives for efficient management of large and complex databases. In recent years, the increasing use of satellite remote sensing data has made it easier to define the spatial distribution of different groundwater prospect classes on the basis of geomorphology and other associated parameters. Analysis of remotely sensed data along with Survey of India(SOI) topographical sheets and collateral information with necessary field checks helps in generating the base line information for artificial recharge. The artificial recharge sites were identified by integrating thematic maps of geology, geomorphology, slope, drainage density and lineament density of the study area. The study focuses on the development of remote sensing and GIS based analysis and methodology for identifying artificial recharge studies in Noyyal river basin.					arumaikkani, geetha selvarani/0000-0001-5779-6765												0255-660X	0974-3006				FEB	2017	45	1					67	77		10.1007/s12524-015-0542-5								WOS:000394243200007						
J	Sener, S; Sener, E; Davraz, A				Sener, Sehnaz; Sener, Erhan; Davraz, Aysen			Assessment of groundwater quality and health risk in drinking water basin using GIS	JOURNAL OF WATER AND HEALTH												Egirdir Lake basin was selected as the study area because the lake is the second largest freshwater lake in Turkey and groundwater in the basin is used as drinking water. In the present study, 29 groundwater samples were collected and analyzed for physico-chemical parameters to determine the hydrochemical characteristics, groundwater quality, and human health risk in the study area. The dominant ions are Ca2+, Mg2+, HCO32-, and SO42. According to Gibbs plot, the predominant samples fall in the rock-water interaction field. A groundwater quality index (WQI) reveals that the majority of the samples falls under good to excellent category of water, suggesting that the groundwater is suitable for drinking and other domestic uses. The Ca-Mg-HCO3, Ca-HCO3, Ca-SO4-HCO3, and Ca-Mg-HCO3-SO4 water types are the dominant water types depending on the water-rock interaction in the investigation area. Risk of metals to human health was then evaluated using hazard quotients (HQ) by ingestion and dermal pathways for adults and children. It was indicated that As with HQ ingestion > 1 was the most important pollutant leading to non-carcinogenic concerns. It can be concluded that the highest contributors to chronic risks were As and Cr for both adults and children.																	1477-8920					FEB	2017	15	1					112	132		10.2166/wh.2016.148								WOS:000394230100011	28151445					
J	Vital, PG; Ha, NTV; Tuyet, LTH; Widmer, KW				Vital, Pierangeli G.; Nguyen Thi Van Ha; Le Thi Hong Tuyet; Widmer, Kenneth W.			Application of quantitative real-time PCR compared to filtration methods for the enumeration of Escherichia coli in surface waters within Vietnam	JOURNAL OF WATER AND HEALTH												Surface water samples in Vietnam were collected from the Saigon River, rural and suburban canals, and urban run off canals in Ho Chi Minh City, Vietnam, and were processed to enumerate Escherichia coli. Quantification was done through membrane filtration and quantitative real-time polymerase chain reaction (PCR). Mean log colony-forming unit (CFU)/100 ml E. coli counts in the dry season for river/suburban canals and urban canals were log 2.8 and 3.7, respectively, using a membrane filtration method, while using Taqman quantitative real-time PCR they were log 2.4 and 2.8 for river/suburban canals and urban canals, respectively. For the wet season, data determined by the membrane filtration method in river/suburban canals and urban canals samples had mean counts of log 3.7 and 4.1, respectively. While mean log CFU/100 ml counts in the wet season using quantitative PCR were log 3 and 2, respectively. Additionally, the urban canal samples were significantly lower than those determined by conventional culture methods for the wet season. These results show that while quantitative real-time PCR can be used to determine levels of fecal indicator bacteria in surface waters, there are some limitations to its application and it may be impacted by sources of runoff based on surveyed samples.																	1477-8920					FEB	2017	15	1					155	162		10.2166/wh.2016.173								WOS:000394230100014	28151448					
J	Sankary, N; Ostfeld, A				Sankary, Nathan; Ostfeld, Avi			Inline Mobile Sensors for Contaminant Early Warning Enhancement in Water Distribution Systems	JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT												Prompt detection of intentional or accidental contamination of the public water supply is vital to maintain public health in any centralized water distribution system. Being able to quickly detect a system contamination event may be the single most influential factor to reduce possible contamination fallout. Consequently, major research has explored how to best protect a water distribution system (WDS) through strategic placement of fixed water quality monitoring stations. Although fixed monitoring stations within a wireless sensor network (WSN) are robust with respect to hydraulic conditions, the stations are expensive to place, and may not provide the highest spatial and temporal resolution of contamination detection. This work sets to build the understanding of a mobile wireless sensor network (MWSN) where inline mobile sensors function within water in pipes to monitor water quality and to wirelessly transmit data to fixed transceivers in real time. Mobile sensor behavior was modeled alongside contamination simulations and the deployment of fixed and mobile sensors was together optimized to minimize the affected population prior contamination event detection constrained by a total system cost. Results show a MWSN to be highly sensitive to sensor battery life, transceiver network coverage, and total system cost. Future obstacles for implementation of a MWSN are highlighted and discussed to be address in future work. (C) 2016 American Society of Civil Engineers.					Ostfeld, Avi/0000-0001-9112-6079												0733-9496	1943-5452				FEB	2017	143	2							04016073	10.1061/(ASCE)WR.1943-5452.0000732								WOS:000394241600004						
J	Dagenais, D; Thomas, I; Paquette, S				Dagenais, Danielle; Thomas, Isabelle; Paquette, Sylvain			Siting green stormwater infrastructure in a neighbourhood to maximise secondary benefits: lessons learned from a pilot project	LANDSCAPE RESEARCH												When siting green stormwater infrastructure (GSI), cities do not respond only to technical and regulatory requirements; they also strive to maximise environmental, aesthetic and social benefits. To help cities optimise the siting of GSI in the context of climate change, we developed a participatory decision support tool. Applied to a neighbourhood, this tool identified only a few sites where GSI would yield all secondary benefits and reduce climate change vulnerability. In the light of the need for large-scale implementation of GSI in cities, this finding raises the following questions: How can the potential benefits provided by a site be best identified? Are there potential synergies or antagonisms between benefits? How do they relate to vulnerability? Can a participatory decision-making process involving local stakeholders improve this process? Informed by the existing literature on balancing ecosystem services and vulnerability, these questions are addressed within a broader perspective of landscape design and urban planning.																	0142-6397	1469-9710				FEB	2017	42	2			SI		195	210		10.1080/01426397.2016.1228861								WOS:000393803800005						
J	Mumm, R; Diaz-Monsalve, S; Hanselmann, E; Freund, J; Wirsching, M; Gartner, J; Gminski, R; Vogtlin, K; Korner, M; Zirn, L; Wittwer-Backofen, U; Oni, T; Kroeger, A				Mumm, Rebekka; Diaz-Monsalve, Sonia; Haenselmann, Eva; Freund, Johanna; Wirsching, Michael; Gaertner, Jan; Gminski, Richard; Voegtlin, Katrin; Koerner, Mirjam; Zirn, Lena; Wittwer-Backofen, Ursula; Oni, Tolu; Kroeger, Axel			Exploring urban health in Cape Town, South Africa: an interdisciplinary analysis of secondary data	PATHOGENS AND GLOBAL HEALTH												Background: With modern information technology, an overwhelming amount of data is available on different aspects of societies. Our research investigated the feasibility of using secondary data sources to get an overview of determinants of health and health outcomes in different population strata of Cape Town, a large city of South Africa. Methods: The methodological approach of secondary-data analysis was similar in the different disciplines: Biological Anthropology, Public Health, Environmental Health, Mental Health, Palliative Care, Medical Psychology and Sociology at the University of Freiburg and Public Health at the University of Cape Town. The teams collected information on Cape Town through Internet searches and published articles. The information was extracted, analyzed, condensed, and jointly interpreted. Results: Data show the typical picture of a population in epidemiological and demographic transition exposed to often difficult social, mental, and physical environmental conditions. Comparison between low and higher socioeconomic districts demonstrated that the former had higher air pollution, poorer water quality, and deficient sanitary conditions in addition to sub-optimal mental health services and palliative care. Conclusion: Although important information gaps were identified, the data draw attention to critical public health interventions required in poor health districts, and to motivate for pro-equity policies.																	2047-7724	2047-7732				FEB	2017	111	1					7	22		10.1080/20477724.2016.1275463								WOS:000394047500002	28093045					
J	Miller, JO; Ducey, TF; Brigman, PW; Ogg, CO; Hunt, PG				Miller, Jarrod O.; Ducey, Thomas F.; Brigman, P. William; Ogg, Charlie O.; Hunt, Patrick G.			Greenhouse Gas Emissions and Denitrification within Depressional Wetlands of the Southeastern US Coastal Plain in an Agricultural Landscape	WETLANDS												Carolina Bays are depressional wetlands on the Coastal Plain of the southeastern United States. These wetlands are often the recipient of nutrient runoff from adjacent agricultural lands and there is potential for production of greenhouse gases during nitrification and denitrification processes occurring in the wetland sediments. Because of their saturated conditions, Carolina Bays may improve regional water quality through denitrification of soil nitrate. Three small bays in South Carolina were selected for denitrification and greenhouse gas analysis. A transect of four points was sampled within each Carolina Bay in May, July, September, and November over a two year period. Gas emissions were measured in-situ using a photoacoustic gas analyzer and soil samples were brought back to the lab for denitrification enzyme activity and microbial analysis. Emissions of nitrous oxide (N2O) averaged 1.8 mg m(-2) d(-1), with a median of 0.47 (with a range of below detectable limits to 9.414 mg m(-2) d(-1)). Many measurement events of N2O were below detection and did not vary within the bays. The carbon dioxide emissions from Carolina Bays averaged 15.8 g m(-2) d(-1) and were largely controlled by temperature. Denitrification enzyme activity had a larger response to nitrate additions further into the bays. Gram + bacteria were also greater deeper into the bays, while Gram- and fungal populations were greater at the field/wetland interface. Manure application had some minor effects on DEA within the bays, but did not appear to increase gas emissions over the period measured.																	0277-5212	1943-6246				FEB	2017	37	1					33	43		10.1007/s13157-016-0837-5								WOS:000394134600003						
J	Sullivan, DG; White, JG; Vepraskas, MJ				Sullivan, Dana G.; White, Jeffrey G.; Vepraskas, Michael J.			Using Land-Use Change, Soil Characteristics, and a Semi-Automated On-Line GIS Database to Inventory Carolina Bays	WETLANDS												Carolina Bay wetlands are common in the southeastern US Coastal Plain and important to water quality, carbon sequestration, and habitat. Only South Carolina and Georgia have statewide inventories. We developed and evaluated a novel way to identify and delineate Bays using Bay-dense Bladen County, NC as a testbed. We posited that Bay land use had changed in the past 40 years and that Bays comprise a small subset of their surrounding soils. We classified decadal Landsat images as forest, agriculture, urban, and water. We used 812 previously delineated Bays to identify common Bay soils. From areas with common Bay soils and land-use change, we identified 548 new Bays and delineated them using a semi-automated on-line digitization tool. We saved new Bays to a Google Fusion Table for download and integration within a GIS. To gauge accuracy, Bays were scored on soils, land-use change, wetland delineation, and landscape position. Potential errors included omission of some small Bays (3.3-14.6 % of total Bay area) and commission of misclassified Bays (11 % of 1360 Bays), an estimated overall accuracy of 74 to 86 %. With 1360 delineated Bays, we estimated that as many as 478 have not yet been identified. These are most likely < 5.76 ha.																	0277-5212	1943-6246				FEB	2017	37	1					89	98		10.1007/s13157-016-0842-8								WOS:000394134600008						
J	Ye, R; Liu, L; Wang, Q; Ye, XS; Cao, W; He, QY; Cai, YH				Ye Ran; Liu Lian; Wang Qiong; Ye Xiansen; Cao Wei; He Qinyan; Cai Yanhong			Identification of coastal water quality by multivariate statistical techniques in two typical bays of northern Zhejiang Province, East China Sea	ACTA OCEANOLOGICA SINICA												The Hangzhou Bay (HZB) and Xiangshan Bay (XSB), in northern Zhejiang Province and connect to the East China Sea (ECS) were considerably affected by the consequence of water quality degradation. In this study, we analyzed physical and biogeochemical properties of water quality via multivariate statistical techniques. Hierarchical cluster analysis (HCA) grouped HZB and XSB into two subareas of different pollution sources based on similar physical and biogeochemical properties. Principal component analysis (PCA) identified three latent pollution sources in HZB and XSB respectively and emphasized the importance of terrestrial inputs, coastal industries as well as natural processes in determining the water quality of the two bays. Therefore, proper measurement for the protection of aquatic ecoenvironment in HZB and XSB were of great urgency.																	0253-505X	1869-1099				FEB	2017	36	2					1	10		10.1007/s13131-017-0981-7								WOS:000393672200001						
J	Fan, HM; Gao, BB; Xu, R; Wang, JF				Fan Haimei; Gao Bingbo; Xu Ren; Wang Jinfeng			Optimization of Shanghai marine environment monitoring sites by integrating spatial correlation and stratified heterogeneity	ACTA OCEANOLOGICA SINICA												The water quality grades of phosphate (PO4-P) and dissolved inorganic nitrogen (DIN) are integrated by spatial partitioning to fit the global and local semi-variograms of these nutrients. Leave-one-out cross validation is used to determine the statistical inference method. To minimize absolute average errors and error mean squares, stratified Kriging (SK) interpolation is applied to DIN and ordinary Kriging (OK) interpolation is applied to PO4-P. Ten percent of the sites is adjusted by considering their impact on the change in deviations in DIN and PO4-P interpolation and the resultant effect on areas with different water quality grades. Thus, seven redundant historical sites are removed. Seven historical sites are distributed in areas with water quality poorer than Grade IV at the north and south branches of the Changjiang (Yangtze River) Estuary and at the coastal region north of the Hangzhou Bay. Numerous sites are installed in these regions. The contents of various elements in the waters are not remarkably changed, and the waters are mixed well. Seven sites that have been optimized and removed are set to water with quality Grades III and IV. Optimization and adjustment of unrestricted areas show that the optimized and adjusted sites are mainly distributed in regions where the water quality grade undergoes transition. Therefore, key sites for adjustment and optimization are located at the boundaries of areas with different water quality grades and seawater.					Wang, Jinfeng/0000-0002-6687-9420												0253-505X	1869-1099				FEB	2017	36	2					111	121		10.1007/s13131-017-0969-3								WOS:000393672200014						
J	Liu, JH; Wang, JM; Zhao, CC; Liu, JN; Xie, HJ; Wang, SN; Zhang, J; Hu, Z				Liu, Junhua; Wang, Jingmin; Zhao, Congcong; Liu, Jianing; Xie, Huijun; Wang, Shuning; Zhang, Jian; Hu, Zhen			Performance and mechanism of triclosan removal in simultaneous nitrification and denitrification (SND) process under low-oxygen condition	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY												Wastewater treatment under low dissolved oxygen (DO) conditions is promising for its low energy consumption. However, the removal process of some organic micropollutants, such as triclosan (TCS), could be inhibited under anaerobic conditions. So, it is worth investigating the TCS removal performance at low-oxygen condition. In this study, simultaneous nitrification and denitrification (SND) process, with DO ranging from 0.30 to 0.80 mg L-1, was chosen to investigate. Results showed that the water quality of the effluent was deteriorated after TCS addition at the beginning, with removal efficiency of NH4 (+)-N dropped from almost 100 +/- 0.70 to 88.30 +/- 0.98% and COD decreased from 95.15 +/- 1.55 to 65.81 +/- 2.42 %. However, the performance recovered from the 3rd day and almost stabilized on the 14th day with the removal efficiencies of NH4 (+)-N were over 98.00 +/- 0.60 %, and COD was above 94.00 +/- 1.70 % in effluent. Besides, TCS removal efficiencies were more than 93.00 %, and the contributions for TCS removal by the water effluent, sludge sorption, and other effects including biodegradation were 6.46 +/- 2.25, 16.27 +/- 3.30, and 77.27 +/- 4.45 %, respectively. Although the results of absolute abundances of related genes showed no difference (P > 0.05), Illumina MiSeq sequencing analysis presented the variation of microbial community after TCS addition, in which T-45 had the highest Shannon and Simpson diversity index, followed by T-0 and T-2. Relative abundances of alpha and beta-Proteobacteria, which were related to TCS biodegradation, were increased. Compared with Bacteroidetes in T-0, the abundance of Bacteroidetes took up more than 15.6 % in T-45, which should play a more important role under low-oxygen conditions with TCS addition.																	0175-7598	1432-0614				FEB	2017	101	4					1653	1660		10.1007/s00253-016-7952-3								WOS:000393687400029	27826723					
J	Nasuhoglu, D; Westlund, P; Isazadeh, S; Neamatallah, S; Yargeau, V				Nasuhoglu, Deniz; Westlund, Paul; Isazadeh, Siavash; Neamatallah, Sarah; Yargeau, Viviane			Development of a Facile and High-Throughput Bioluminescence Assay Using Vibrio fischeri to Determine the Chronic Toxicity of Contaminated Samples	BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY												Chronic toxicity testing using the luminescent bacterium, Vibrio fischeri, has recently been demonstrated to be a suitable bioassay for water quality monitoring. The toxicity evaluation is typically based on determining the EC50 at specific time points which may lead to overlooking the dynamic nature of luminescence response and limits information regarding the possible mechanisms of action of target compounds. This study investigated various approaches (standard, integral, and luminescence rate inhibition) to evaluate the chronic toxicity of three target compounds (atrazine, trimethoprim, and acetamiprid) using a 96-well plate based method. The chronic toxicity assay and the methods used for EC50 calculation provided in this work resulted in a high-throughput method of chronic toxicity testing and indicated lower EC50 than the values provided by the standard short term methods, indicating higher toxicity. This study emphasizes the need for additional chronic toxicity testing to further evaluate the toxicity of compounds or unknown samples.																	0007-4861	1432-0800				FEB	2017	98	2					196	203		10.1007/s00128-016-2008-z								WOS:000394130000010	28028550					
J	Ekstrom, JA; Bedsworth, L; Fencl, A				Ekstrom, Julia A.; Bedsworth, Louise; Fencl, Amanda			Gauging climate preparedness to inform adaptation needs: local level adaptation in drinking water quality in CA, USA	CLIMATIC CHANGE												Understanding resource managers' perceptions of climate change, analytic capacity, and current adaptation activities can provide insight into what can help support adaptation processes at the local level. In California, where a major drought currently demonstrates some of the hardships that could be regularly encountered under a changing climate, we present results from a survey of drinking water utilities about the perceived threat, analytic capacity, and adaptation actions related to maintaining water quality in the face of climate change. Among surveyed utilities (n = 259), awareness is high in regard to climate change occurring and its potential impacts on water quality globally, but perceived risk is lower with regard to climate impacts on local drinking water quality. Just over half of surveyed utilities report at least some adaptation activity to date. The top three variables that most strongly correlated with reported adaptation action were (1) perceived risk on global and local water quality, (2) surface water reliance, and (3) provision of other services beyond drinking water. Other tested variables significantly correlated with reported adaptation action were (4) degree of impact from the current drought and (5) communication with climate change experts. Findings highlight that smaller groundwater-reliant utilities may need the most assistance to initiate climate adaptation processes. Trusted information sources most frequently used across respondents were state government agencies, followed by colleagues in the same utilities. The finding that frequently used sources of information are similar across utilities presents a promising opportunity for training and disseminating climate information to assist those systems needing the most support.					Fencl, Amanda/0000-0002-1914-0930; Ekstrom, Julia/0000-0003-1060-5276												0165-0009	1573-1480				FEB	2017	140	3-4					467	481		10.1007/s10584-016-1870-3								WOS:000393744800011	28190906					
J	Arroita, M; Flores, L; Larranaga, A; Martinez, A; Martinez-Santos, M; Pereda, O; Ruiz-Romera, E; Solagaistua, L; Elosegi, A				Arroita, Maite; Flores, Lorea; Larranaga, Aitor; Martinez, Aingeru; Martinez-Santos, Miren; Pereda, Olatz; Ruiz-Romera, Estilita; Solagaistua, Libe; Elosegi, Arturo			Water abstraction impacts stream ecosystem functioning via wetted-channel contraction	FRESHWATER BIOLOGY												Water abstraction is rapidly increasing worldwide in order to respond to escalating demands for water, food and energy. Abstraction can alter the hydrological regime of streams and rivers, reduce in-stream habitats, change water quality and affect fluvial communities. It can also impair ecosystem functioning, although this aspect has been seldom assessed. We experimentally tested the effect of water abstraction on stream functioning in a headwater mountain stream using a before and after control-impact (BACI) design. We quantified changes in water physicochemical properties, biofilm biomass and activity (exo-enzymes and metabolism), and ecosystem processes (nutrient cycling, organic matter retention and breakdown). Water abstraction did not affect water physicochemical properties, but reduced the biomass and the alkaline phosphatase activity of biofilm per surface unit, the areal uptake of nutrients, and the travel distance of organic matter. It did not affect the biofilm metabolism and breakdown of submerged leaf litter, but decreased the total breakdown. The impacts were larger when analysed per unit of channel length. All variables, except benthic chlorophyll-a, were significantly reduced by abstraction, due to the contraction of the wetted channel. The decrease in the biomass and activity of biofilm, as well as in nutrient uptake and total organic matter breakdown observed in this study could increase nutrient concentration in downstream reaches and reduce the energy transfer to higher trophic levels. Ecosystem services of permanent headwater streams are likely to be compromised with the reduction of wetted-channel width.				Elosegi, Arturo/B-7796-2009; Larranaga, Aitor/A-6185-2009	Elosegi, Arturo/0000-0001-8809-8484; , Miren/0000-0002-0577-5185												0046-5070	1365-2427				FEB	2017	62	2					243	257		10.1111/fwb.12864								WOS:000393793100003						
J	Kovalenko, KE; Reavie, ED; Allan, JD; Cai, M; Smith, SDP; Johnson, LB				Kovalenko, Katya E.; Reavie, Euan D.; Allan, J. David; Cai, Meijun; Smith, Sigrid D. P.; Johnson, Lucinda B.			Pelagic phytoplankton community change-points across nutrient gradients and in response to invasive mussels	FRESHWATER BIOLOGY												Phytoplankton communities can experience nonlinear responses to changing nutrient concentrations, but the nature of species shifts within phytoplankton is not well understood and few studies have explored responses of pelagic assemblages in large lakes. Using pelagic phytoplankton data from the Great Lakes, we assessed phytoplankton assemblage change-point responses to nutrients and invasive Dreissena, characterising community responses in a multi-stressor environment and determine whether species responses to insitu nutrients can be approximated from nutrient loading. We demonstrate assemblage shifts in phytoplankton communities along major stressor gradients, particularly prominent in spring assemblages, providing insight into community thresholds at the lower end of the phosphorus gradient and species-stressor responses in a multi-stressor environment. We show that responses to water nutrient concentrations could not be estimated from large-scale nutrient loading data likely due to lake-specific retention time and long-term accumulation of nutrients. These findings highlight the potential for significant accumulation of nitrates in ultra-oligotrophic systems, nonlinear responses of phytoplankton at nutrient concentrations relevant to current water quality standards and system-specific (e.g. lake or ecozone) differences in phytoplankton responses likely due to differences in nutrient co-limitation and effects of dreissenids.					Kovalenko, Katya/0000-0001-7363-212X; Reavie, Euan/0000-0001-8871-5809												0046-5070	1365-2427				FEB	2017	62	2					366	381		10.1111/fwb.12873								WOS:000393793100012						
J	Rebello, CA; Couperthwaite, SJ; Millar, GJ; Dawes, LA				Rebello, Chantelle A.; Couperthwaite, Sara J.; Millar, Graeme J.; Dawes, Les A.			Coal seam water quality and the impact upon management strategies	JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING												The rapidly developing coal seam gas industry produces significant volumes of associated brackish water which needs to be appropriately managed. The aim of this study was to determine the variability of water composition within and between multiple gas fields in a defined geographic area and to discover relationships between species present. Water quality from 150 coal seam gas production wells from the Surat Basin, Queensland has been analysed. Chemical analysis revealed the associated water to predominantly contain bicarbonate (< 2030 mg/L), chloride (< 5910 mg/L) and sodium (< 3700 mg/L) species. In several instances, water parameters such as fluoride, were above recommended limits for direct beneficial reuse. Principal component analysis revealed three groups of water quality parameters which described the data. Iron, manganese and aluminium were in one group; bromide, magnesium, strontium, potassium, hardness, calcium, chloride, electrical conductivity, total dissolved solids and sodium appeared as a second group and a third group comprised of fluoride, bicarbonate alkalinity as CaCO3, sodium adsorption ratio, pH, boron, silica, total organic carbon, and sulfate. The variability in water compositions may impact on water management technologies such as reverse osmosis as there may be a propensity for membrane fouling by alkaline earth ions or silica. This study suggested that the mineral quantities in coal such as clay, sulfide ores, oxide ores, quartz and phosphates may correlate with the water quality patterns. Through the use of multivariate analysis it was shown that depth of the CSG production well and the location of the CSG production well did not correlate with differing water quality patterns. The physical and chemical parameters that were analysed in this study will aid in the efficient management of associated water and provide information which allows better understanding of environmental impacts and the prospect for beneficial reuse.				Couperthwaite, Sara/C-9567-2011	Couperthwaite, Sara/0000-0002-4296-4153												0920-4105	1873-4715				FEB	2017	150						323	333		10.1016/j.petrol.2016.12.022								WOS:000393728300034						
J	Zaman, S; Begum, A; Rabbani, KS; Bari, L				Zaman, Sharmin; Begum, Anowara; Rabbani, K. S.; Bari, Latiful			Low cost and sustainable surface water purification methods using Moringa seeds and scallop powder followed by bio-sand filtration	WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY												A simple and inexpensive water purification method was developed using natural coagulant (Moringa seed powder) and antibacterial agents (scallop powder) followed by bio-sand filtration. In this study, surface water from different sources (e.g. pond, canal, lake and river) treated with combined Moringa seed powder, and scallop powder (MOSP) at a ratio of 2:1 for 10 minutes showed a clear water layer at the top and a sediment layer at the bottom. The clear water was then passed through an eight-fold sari cloth and/or natural bio-sand filtration and the resulting water was found drinkable. The microbiological and physico-chemical quality of this water showed non-significant differences compared to the US EPA drinking water quality parameters. Moreover, no cytotoxic effect of MOSP with BHK-21 and HeLa cells, nor any bacterial endotoxins were observed, indicating use of MOSP does not pose any adverse health effect. Furthermore, the quality of 6 months stored water at room temperature was found acceptable, indicating the usefulness of this technology for drinking water purposes. On the other hand, the sediment or sludge produced in this process could be used in agricultural fields after proper composting. Therefore, this simple, inexpensive and ecofriendly method could be used in drinking water scarcity areas of the world.																	1606-9749					FEB	2017	17	1					125	137		10.2166/ws.2016.111								WOS:000394582100013						
