PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Marin, JC; Behling, E; Carrasquero, S; Colina, G; Diaz, A; Rincon, N				Marin L, Julio Cesar; Behling, Elisabeth; Carrasquero, Sedolfo; Colina, Gilberto; Diaz, Altamira; Rincon, Nancy			Sanitary quality of packaged water expended in the Maracaibo city (Venezuela)	BOLETIN DE MALARIOLOGIA Y SALUD AMBIENTAL												The consumption of packaged drinking water (bottles, bags and plastic canisters) has increased greatly in the Maracaibo city (Venezuela), due to deterioration of the municipal water distribution system. However, the information on sanitary quality of these products and their effect on human health are nonexistent. In this paper the sanitary quality of 20 commercial brands of packaged water expended in the Maracaibo city, with respect to existing national legislation was analyzed. The samples were obtained from shops, supermarkets and street vendors, considering their city distribution and occurrence frequency in commercial establishments. The parameters analyzed were: pH, real color, turbidity, fluoride, total hardness, total dissolved solids (TDS), total and fecal coliform bacteria, according to standardized methods. The packaged water expended in the Maracaibo city represents a risk to consumer health due to breaches of national standards for pH (30%), real color (45%), fluoride (100%), total (60%) and faecal (24%) coliform bacteria. The presentations in canisters of 18.9 L represent the highest risk of consumption, exceeding the permissible limits of total and fecal coliform bacteria in 100 and 91%, respectively. It requires effective vigilance and quality control of packaged water expended in the Maracaibo city by competent authorities, in order to prevent outbreaks of waterborne diseases.																	1690-4648					JAN-JUL	2017	58	1					26	35										WOS:000426806900003						
S	Yilmaz, E; Kaptan, MA		Wzorek, M; Krolczyk, G; Krol, A		Yilmaz, Ersel; Kaptan, Mustafa Ali			Environmental impact of geothermal power plants in Aydin, Turkey	INTERNATIONAL CONFERENCE ENERGY, ENVIRONMENT AND MATERIAL SYSTEMS (EEMS 2017)	E3S Web of Conferences				International Conference on Energy, Environment and Material Systems (EEMS)	SEP 13-15, 2017	Polanica Zdroj, POLAND	Opole Univ Technol, Fac Mech Engn, Ctr Educ, Competence, Innovat & Technol, Republ Poland, Minist Sci & Higher Educ, Oddzial Elektrownia Opole, GiEK S A, Oil Opole, Energetyka Cieplna Opolszczyny SA Jelenia Gora, Warta Cementownia				Geothermal energy is classified as a clean and sustainable energy source, like all industrial activities, geothermal energy power plants (GEPP) technology has also some positive and negative effects on the environment. In this paper are presented by attent not only on environmental impacts of GEPP onto Buyuk Menderes River and fresh water sources, which ere used for irrigation of agricultural fields from tousands of years in basin, but also on water quality contents like heavy metals and gases emition due to drilling and electricity producing technology of GEPP's. Aydin province is located in the southwestern part of the region and its city center has around 300000 population. The high geothermal potential of this region became from geographical location, which is held on active tectonic Alpine-Himalaya Orogen belt with active volcanoes and young faults. Since 1980's to 2016 there is about 70.97% (662.75 MW) of installed capacity by according to the Mineral Research and Exploration General Directorate, there are totally 290 well licensed (540 explore licenses and 76 business licenses), and 31 geothermal powerplants purposely installed. Topic is important because of number of GEPP increased rapidly after 2012 to now a days to 36 in whole basin.																	2267-1242						2017	19								UNSP 02028	10.1051/e3sconf/20171902028								WOS:000426609200073						
S	Zbicinski, I; Zieminska-Stolarska, A		Wzorek, M; Krolczyk, G; Krol, A		Zbicinski, Ireneusz; Zieminska-Stolarska, Aleksandra			Analysis of factors affecting the ecological status of the large water bodies on the basis of monitoring and integrated 3D models	INTERNATIONAL CONFERENCE ENERGY, ENVIRONMENT AND MATERIAL SYSTEMS (EEMS 2017)	E3S Web of Conferences				International Conference on Energy, Environment and Material Systems (EEMS)	SEP 13-15, 2017	Polanica Zdroj, POLAND	Opole Univ Technol, Fac Mech Engn, Ctr Educ, Competence, Innovat & Technol, Republ Poland, Minist Sci & Higher Educ, Oddzial Elektrownia Opole, GiEK S A, Oil Opole, Energetyka Cieplna Opolszczyny SA Jelenia Gora, Warta Cementownia				The paper presents water monitoring methods used to determine and predict the ecological status of large water bodies based on calibrated 3D water quality models. State monitoring system of quality of water was discussed and critically reviewed. Mobile measurements technique to collect vast number of measuring points across the large water body during one day cruise to make maps of pollutants distributions was described. Maps of water quality parameters show dynamic changes of spatial distributions of pollutants both in time and along the length of the lake which proves that one point measurements cannot be representative for the large water body. Critical evaluation of calibration principles and accuracy of the most frequently used water quality models, WASP and GEMSS are presented. On the basis of CFD calculations, close correlation between water quality and hydrodynamics in large water bodies regarding the physicochemical aspects and biological production was proved. Neglecting the effect of hydrodynamic on eutrophication process introduce large element of uncertainty in determination of nutrients flow in the large water bodies. An example of scenarios for improving the ecological potential of dam reservoirs to obtain significant reduction of selected nutrients concentration in the lake is discussed.																	2267-1242						2017	19								UNSP 02009	10.1051/e3sconf/20171902009								WOS:000426609200054						
S	Bryukhan, FF		Murgul, V		Bryukhan, Fedor F.			Pre-project geoecological studies for clearing of the Tikhomandritsa riverbed (Tver Region, Russia)	INTERNATIONAL SCIENCE CONFERENCE SPBWOSCE-2016 - SMART CITY	MATEC Web of Conferences				International Science Conference SPbWOSCE - SMART City	NOV 15-17, 2016	Peter Great Saint Petersburg Polytechn Univ, Inst Civil Engn, St Petersburg, RUSSIA	Univ Montenegro, Riga Techn Univ, Sci Tech & Expert Inst Construct Expertise Ctr	Peter Great Saint Petersburg Polytechn Univ, Inst Civil Engn			Pre-project geoecological studies were carried out in autumn 2015 along the entire length of the Tikhomandritsa river, in Navolok lake waters near the river source and Udomlya lake near its mouth, as well as on the territory adjacent to the river, as part of the Comprehensive Engineering Surveys. The aim of the studies was to obtain initial data to assess the current ambient conditions of the study area, as well as to develop the project of cleaning the upper stretch of the Tikhomandritsa riverbed and spillway structure construction. Water, bottom sediments and soil contamination levels were identified. It is found that the water quality in the studied water bodies belongs to the contaminated category. Bottom sediments at the upper stretch of the river up to a distance of 2.5 km from its source are pure and can be used in agriculture without restrictions. Bottom sediments samples taken at a distance of 5.5 km from the river source and its mouth contain dangerous level of coliform bacteria. Basing on the territory survey a tree and shurberry felling plan was drawn up and the volume of works of the river purification was determined. The project implementation will help to increase the river flow in dry water years, increase its self-cleaning velocity and environmental improvement of the area. In addition, the increase of water flow into Udomlya lake will provide Kalinin NPP with additional water resources for its process water supply. The conceptual scheme of this study is largely applicable for the basins of other small rivers.																	2261-236X						2017	106								07009	10.1051/matecconf/201710607009								WOS:000426426600171						
S	Pavlov, S; Arlanova, M; Nikonorov, A; Terleev, V; Togo, I; Volkova, Y; Garmanov, V; Shishov, D; Layshev, K; Arkhipov, M		Murgul, V		Pavlov, Sergey; Arlanova, Maria; Nikonorov, Aleksandr; Terleev, Vitaly; Togo, Issa; Volkova, Yulia; Garmanov, Vitaly; Shishov, Dmitry; Layshev, Kasim; Arkhipov, Mikhail			The water exchange and water quality improvement measures on the example of the Gulf of Cheboksary	INTERNATIONAL SCIENCE CONFERENCE SPBWOSCE-2016 - SMART CITY	MATEC Web of Conferences				International Science Conference SPbWOSCE - SMART City	NOV 15-17, 2016	Peter Great Saint Petersburg Polytechn Univ, Inst Civil Engn, St Petersburg, RUSSIA	Univ Montenegro, Riga Techn Univ, Sci Tech & Expert Inst Construct Expertise Ctr	Peter Great Saint Petersburg Polytechn Univ, Inst Civil Engn			This paper is dedicated to the Gulf of Cheboksary. The gulf has an important recreational and decorative function. It has been an integral part of the urban landscape for several decades. There is an eutrophication process, accompanied by the development of blue-green algae and the appearance of an odour in early spring, despite the water quality improvement measures. Measures that will improve the water exchange in the Gulf are proposed in this paper. Problems with the sanitary condition of the water body can occur without taking these measures. Therefore, the theme of this research is quite urgent.				Terleev, Vitaly/C-7275-2014	Terleev, Vitaly/0000-0001-6249-5174												2261-236X						2017	106								07014	10.1051/matecconf/201710607014								WOS:000426426600176						
S	Rus, A; Leordean, VD; Berce, P		Balc, N		Rus, Alexandru; Leordean, Vasile-Danut; Berce, Petru			Silver Nanoparticles (AgNP) impregnated filters in drinking water disinfection	MODERN TECHNOLOGIES IN MANUFACTURING (MTEM 2017 - AMATUC)	MATEC Web of Conferences				13th International Conference on Modern Technologies in Manufacturing (MTeM-AMaTUC)	OCT 12-13, 2017	Cluj Napoca, ROMANIA	Addit Mfg Tech Univ Cluj Napoca				This paper describes how simple portable devices could eliminate water pathogens by using Silver Nanoparticles, based on their antimicrobial properties. Recent studies indicated that silver nanoparticles can achieve up to 100% antibacterial activity removal. Results are showing that Silver Nanoparticles retention in the filter structure, E. coli bacteria removal, water quality and water flow rate must be evaluated as main efficiency indicators of the designed filters, in order to obtain the optimal filter. To apply the antimicrobial property of Silver in drinking-water treatment, a filter is produced using Additive Manufacturing techniques and coated with different concentrations of silver solutions.				Leordean, Dan/O-8425-2016	Leordean, Dan/0000-0002-3162-0283												2261-236X		978-2-7598-9027-9				2017	137								UNSP 07007	10.1051/matecconf/201713707007								WOS:000426604200076						
S	An, Q; Zhao, M		Jing, W; Ning, X; Huiyu, Z		An, Qi; Zhao, Min			Time Series Analysis in the Prediction of Water Quality	PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT, INFORMATION AND MECHANICAL ENGINEERING (EMIM 2017)	ACSR-Advances in Comptuer Science Research				7th International Conference on Education, Management, Information and Mechanical Engineering (EMIM)	APR 28-30, 2017	Shenyang, PEOPLES R CHINA					The time series analysis method and the actual situation of the real-time monitoring system of the coastal waters are used to select the real-time monitoring data of the dissolved oxygen (DO) in the water quality monitoring data from 24 th to 28 th March 2016 as a research sample, the ARIMA model was fitted in the Eviews. The model was used to predict the data on March 29 th and 30 th and compared with the actual measured data. The results show that the relative error between the predicted value and the real value is 4-12% and the average error is about 4.79%. It is proved that the time series analysis is good enough in the water quality prediction. By comparing the results of static prediction and dynamic prediction, it is discussed that the limitation and future research of time series analysis method in water quality prediction problem.																	2352-538X		978-94-6252-356-2				2017	76						51	54										WOS:000426625700011						
B	Torres, AC; Ramos, V; Chavez, TR; Flores, T			IEEE	Cristina Torres, Ana; Ramos, Vinicio; Raquel Chavez, Tatiana; Flores, Tony			Development of a network of sustainable wireless sensors through the IEEE 802.15.4 standar to determine the quality of Water	2017 IEEE 37TH CENTRAL AMERICA AND PANAMA CONVENTION (CONCAPAN XXXVII)					37th IEEE Central America and Panama Convention (CONCAPAN)	NOV 15-17, 2017	Managua, NICARAGUA	IEEE				The following work was based on development of a sustainable Wireless sensor network through the IEEE 802.15.4 protocol in order to determine the quality of water in Pinllo Parish, Tungurahua Province. This research is aimed to obtain real-time data about relevant parameters determining the quality of drinking water, all this supported by TULSMA book VI, which is based on INEN 1108 Ecuadorian Technical Norms about drinking water. For the development of the functional prototype it was necessary to use the comparative method to choose the hydrogen potential sensors, oxygen potential reduction, dissolved oxygen, and conductivity. By means of an analysis, the opportune classification and right selection were carried out. In addition, it was necessary to select the best Xbee module with the help of the deductive method and NS-2 software, this allowed measuring some variables such as: traffic, energy consumption, coverage, and network traffic delivery under parameters representing the urban area.																			978-1-5386-3509-4				2017																		WOS:000426130600041						
B	Merline, MA; Vimalathithan, R			IEEE	Merline, Anto M.; Vimalathithan, R.			Smart City: Issues and Research Challenges in Implementation	2017 IEEE INTERNATIONAL CONFERENCE ON SMART GRID AND SMART CITIES (ICSGSC)					IEEE International Conference on Smart Grid and Smart Cities (ICSGSC)	JUL 23-26, 2017	Singapore, SINGAPORE	IEEE				Smart City is one of the recent researches going on in India to make all the cities as Smart in the near future. This paper discusses about the requirements for smart city and the research challenges and issues in implementation. Machine-to Machine (M2M) communications is a new type of communication which endows full automation and a promising research for the implementation of smart city. M2M have surmounted the machine to human communication. Recent researches in M2M say that network of 30billion devices willed worldwide in 2020. Supporting these numbers of devices is a challenging task, thus attracting the researchers from both academia and Industry in M2M communication in implementing smart city. The interconnection of Machine Type Devices(MTD) using 3G/4G to form a M2M Area Network (M2MAN) which facilitates the M2M applications like smart grid, eHealth, eEnvironmental monitoring, smart city, Smart Home, smart Water Quality, Smart Air Quality etc., integrated into a Single Application named Smart City/Village. Since the M2M uses wireless channel and MTD placed in unmanned environment invites security threats. In this paper, a survey is made on various applications using M2M communication. Also there are lot of challenging tasks in implementing Smart City, Here some of the applications like Smart Water, Structural Health monitoring, Air Quality Monitoring and issues related to implementation were discussed. Also the latest technologies for the implementations are also discussed. Without addressing the challenging issues like security, communication protocol, devices etc., M2M communications for smart city cannot be prophesied.																			978-1-5386-0504-2				2017							263	266										WOS:000426457400050						
B	Romashevskaya, Y; Stepanovskaya, I		Tsvirkun, A		Romashevskaya, Yana; Stepanovskaya, Iraida			Application of synergetic and fractal methods in the implementation of the environmental audit system	2017 TENTH INTERNATIONAL CONFERENCE MANAGEMENT OF LARGE-SCALE SYSTEM DEVELOPMENT (MLSD)					10th International Conference on Management of Large-Scale System Development (MLSD)	OCT 02-04, 2017	V A Trapeznikov Inst Control Sci, Moscow, RUSSIA	IEEE, Russian Acad Sci, V A Trapeznikov Inst Control Sci	V A Trapeznikov Inst Control Sci			The decline of the environmental situation in the world generates a need for regular drinking water quality monitoring as well as for the efficient nature management system development. An introduction to the concept of a fractal-synergetic approach to the procedure for conducting the environmental audit to support decision-making in the environmental management based on the virtual reality technology is given in this article. The necessity for application of Synergetics and fractal modeling in the implementation of the expert-analytical system of the environmental audit is substantiated.																			978-1-5386-0798-5				2017																		WOS:000426530800094						
B	Bourgeois, K; Robert, S; Limet, S; Essayan, V		Smari, WW		Bourgeois, Kevin; Robert, Sophie; Limet, Sebastien; Essayan, Victor			An Hierarchical Labeling Technique for Interactive Computation of Watersheds	2017 INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING & SIMULATION (HPCS)					15th International Conference on High Performance Computing & Simulation (HPCS)	JUL 17-21, 2017	Genoa, ITALY	Univ Degli Studi Genova, Bioingegneria Robotica Ingegneria Sistemi, Dipartimento Informatica, European Grid Infrastructure, Gruppo IArmonizzazione Reti Ricerca, Huawei Technologies Co Ltd, IBM, Intel Corp, Nice Software, Nvidia, PRACE				The watershed computation is a prevalent task in the geographical information systems. It is used, among other purposes, to forecast the pollutant concentration and its impact on the water quality. The algorithm to compute the watershed can be hard to parallelize and with the increasingly data growth, the need for parallel computation increases. In this paper we propose a new method to parallelize the watershed computation. Our algorithm is decomposed into two tasks, the parallel watershed segmentation into a hierarchy that allows in a second task to retrieve randomly large watersheds at run-time in interactive time.																			978-1-5386-3250-5				2017							86	92		10.1109/HPCS.2017.24								WOS:000425930800014						
